Age,Balance,Products,Active,Tenure,CreditScore,EstimatedSalary,Churn
36,241323.91,2,1,6.6,758,76883.15,0
37,45122.57,1,1,6.0,693,75821.27,1
25,144246.49,2,1,5.1,570,159759.52,1
30,100693.39,2,0,7.2,528,70608.9,1
31,170918.52,1,1,4.5,534,121548.73,0
65,15177.11,2,1,5.1,575,167682.96,0
58,164215.92,2,0,3.8,760,67841.82,1
36,60899.16,1,1,7.4,689,88096.77,0
36,104305.81,1,0,5.7,601,195922.85,0
29,250000.0,2,0,3.6,639,99768.14,1
21,147535.26,3,0,1.3,629,106484.25,0
39,134636.02,2,0,7.8,714,74929.33,0
30,127224.39,2,1,3.1,580,122606.81,0
39,209791.52,2,1,5.2,678,88408.71,1
24,174819.92,1,0,10.0,674,39462.99,1
32,128200.0,1,1,7.0,582,76704.09,0
41,117457.76,1,1,9.0,777,52845.85,0
44,112049.35,3,1,3.7,626,94662.52,0
44,96742.92,2,1,7.7,571,59574.76,0
27,36828.86,3,1,5.1,718,111605.18,0
49,145406.9,1,1,5.9,654,91831.3,1
32,65804.66,2,1,10.0,683,51326.42,0
46,88390.38,2,0,4.3,555,72108.18,1
40,182687.08,1,1,5.0,715,118992.79,1
26,98401.1,1,1,2.7,824,150868.19,0
37,92934.9,2,1,7.2,549,59962.54,0
44,113359.5,2,1,3.6,678,54924.61,0
46,80198.7,2,1,7.6,587,216535.15,0
39,250000.0,1,1,0.9,850,89605.27,0
55,250000.0,2,0,6.4,749,93781.79,0
50,250000.0,1,1,3.4,673,64527.0,0
37,127516.42,1,0,6.8,552,99152.47,0
48,62550.68,2,1,5.0,571,194727.81,0
59,185938.7,1,1,3.7,710,100914.54,0
60,80664.86,3,1,4.0,541,145335.25,0
28,196761.71,1,0,2.9,544,91181.53,0
31,60251.36,1,1,7.1,651,56724.05,0
55,133893.14,1,1,2.4,661,66178.34,0
29,215102.29,2,1,4.3,680,54423.64,1
27,84073.9,1,1,5.9,615,99267.04,0
35,83848.07,1,0,9.0,724,156109.8,0
44,28576.65,1,0,5.0,581,96762.99,1
39,61738.89,1,1,4.4,700,78359.55,0
33,125805.15,2,1,5.7,667,63084.29,0
33,139171.52,2,1,0.0,698,105610.77,0
33,153190.66,1,0,2.0,745,51555.05,1
31,18998.26,2,1,4.1,614,54025.93,0
63,80954.89,1,1,3.2,597,134947.14,1
43,31872.87,2,0,1.0,515,79426.25,1
49,121464.17,1,0,7.1,488,78724.57,1
35,23676.39,2,1,5.6,636,83406.81,0
38,40803.61,1,1,5.4,641,124767.46,0
33,172844.59,2,0,3.3,563,96958.77,0
18,67481.94,1,0,5.2,580,64419.93,1
26,242642.88,4,1,6.3,772,65471.71,1
22,155897.62,1,1,4.3,720,82434.98,0
18,84426.25,3,1,6.1,549,103111.26,1
28,191075.88,3,1,3.0,615,88573.28,1
53,89839.28,1,1,5.2,682,85096.77,1
40,166368.06,1,0,7.9,600,91894.14,1
53,59337.76,1,1,8.1,585,88544.8,0
44,198379.31,4,1,8.3,623,63347.62,0
48,25942.88,2,0,5.7,737,148114.05,0
31,40750.84,2,1,5.1,745,72440.79,0
45,47056.97,1,1,3.9,591,95388.59,0
47,64447.31,2,0,0.5,687,35611.15,0
34,128918.5,1,1,1.6,649,81694.06,0
46,102233.88,1,0,4.6,569,54871.53,1
46,167641.06,1,1,4.7,626,57930.84,0
35,217045.28,1,1,8.5,549,250000.0,1
29,23198.67,3,0,8.3,743,100695.02,0
28,234085.98,2,1,3.3,774,156259.74,0
41,88381.66,1,1,7.0,617,132250.29,0
43,250000.0,1,1,3.8,598,140087.74,1
32,57235.26,2,1,6.7,734,82288.18,0
40,16819.52,2,1,7.0,747,185432.43,0
46,157076.8,1,0,8.1,561,131738.51,1
46,150575.92,1,1,3.8,638,91689.73,1
56,41707.36,2,1,7.5,645,101320.63,0
53,45436.87,3,1,0.3,588,84629.26,0
30,176007.57,2,1,8.2,681,92140.75,0
57,133213.37,1,1,4.9,594,88251.38,0
35,81917.56,2,1,5.0,607,106857.89,0
50,142532.22,1,0,0.0,642,196920.06,1
41,124251.98,3,1,4.0,531,52324.43,1
36,49645.57,1,1,8.4,485,150485.89,0
22,184749.79,1,0,3.9,723,76256.61,0
38,161754.1,1,1,6.8,591,159358.77,1
24,103911.94,1,1,5.1,821,77459.81,0
50,176083.73,1,0,7.7,808,108369.73,1
55,250000.0,2,0,5.5,609,83791.35,0
32,44974.18,2,1,2.7,837,41307.46,1
43,84705.25,2,1,5.1,725,196831.74,0
33,87855.13,1,1,9.0,598,58884.07,0
34,173541.36,1,1,6.2,443,93462.19,1
48,63819.9,2,1,4.7,705,56048.64,0
40,167170.2,1,0,10.0,653,49311.58,0
57,69896.36,1,0,7.9,685,82071.17,1
35,40583.65,3,0,7.0,632,68905.06,0
50,108341.29,3,1,5.8,558,53188.54,1
41,68715.12,1,1,6.8,616,88576.36,0
48,116069.17,2,1,6.9,707,46198.7,0
36,135967.38,2,1,0.0,622,95227.89,0
40,24946.99,1,1,6.0,621,84988.22,0
39,75000.62,2,0,4.6,528,29477.49,0
32,108404.78,1,1,3.8,657,71122.96,0
47,176580.43,1,1,4.5,561,111118.16,0
47,162547.85,4,1,1.1,723,55768.77,0
46,53226.4,2,0,0.5,591,113308.72,1
55,91080.67,1,1,8.1,626,109345.8,1
54,140812.03,1,0,6.2,823,56930.72,0
36,86490.74,3,0,0.0,625,89503.94,1
44,57556.98,1,1,3.6,615,130458.56,1
34,99436.09,3,1,7.2,697,60668.2,0
40,131910.19,3,1,4.3,507,82039.01,0
34,49062.0,1,1,8.1,750,151020.75,0
56,151219.5,2,1,7.6,730,61183.36,1
44,112954.2,2,1,1.6,692,110656.51,0
38,154907.77,2,0,4.6,380,55377.52,1
52,97847.57,1,0,3.9,629,83711.54,0
18,250000.0,1,1,1.5,548,110039.2,1
20,130172.86,1,1,1.4,740,30501.4,1
48,166687.94,2,1,3.0,734,70764.98,0
41,150809.94,2,1,3.4,681,109181.22,0
43,90212.29,2,0,5.7,554,99627.63,0
27,122307.3,2,1,7.6,770,71146.38,0
40,65003.99,1,0,6.3,629,54748.38,1
60,250000.0,1,1,6.9,794,119416.68,1
48,140091.39,2,0,4.3,671,77845.54,1
42,54836.51,2,1,6.5,691,115032.64,0
36,240014.41,2,1,4.6,613,106794.89,0
36,93604.31,1,0,3.9,763,73587.23,1
19,182302.47,1,1,9.7,699,145833.05,1
43,24287.44,3,1,0.0,765,68881.3,1
48,212505.1,1,0,0.3,664,153778.61,1
24,136228.06,1,1,6.0,646,163104.53,0
33,51324.03,2,1,4.3,698,144367.38,0
28,134624.33,2,1,1.4,765,82976.48,0
30,250000.0,3,1,2.4,731,250000.0,0
41,66521.0,3,1,2.7,661,96364.67,0
19,65832.05,2,0,7.2,501,100311.98,0
46,89218.71,1,1,8.0,715,89110.94,0
48,107688.77,2,1,9.1,535,54131.42,0
37,190136.73,3,1,1.0,653,161191.42,0
18,141364.1,1,1,1.6,641,69562.67,1
30,89162.38,3,0,1.4,537,136133.31,0
52,125936.66,2,1,8.2,680,151655.06,0
18,250000.0,1,1,6.0,822,118073.14,1
37,157941.03,2,1,5.2,625,65918.79,0
28,96197.87,2,0,5.6,711,77194.21,0
48,87264.22,1,1,4.9,838,26980.8,0
33,120892.28,1,1,2.2,719,85404.54,1
44,188627.66,2,0,6.3,598,129157.07,1
46,59416.42,1,1,4.5,669,80877.23,0
58,172182.39,1,1,2.0,688,69011.53,0
38,94819.25,2,0,6.4,765,78714.2,0
44,105057.61,2,0,3.9,747,155512.23,0
25,250000.0,2,1,5.6,428,87824.9,0
52,160939.87,3,0,4.7,582,207653.73,0
32,70369.88,3,1,7.2,644,69614.97,0
34,135962.86,1,0,5.6,569,99242.26,1
40,194758.24,1,1,2.8,354,74052.83,1
24,162101.19,2,1,5.8,592,228909.92,0
42,13864.51,1,1,5.9,650,97580.44,0
50,102018.14,2,0,6.3,608,234497.27,1
43,139972.83,2,0,7.6,570,74496.51,0
24,132510.13,1,1,3.5,653,178970.38,0
39,74734.61,2,1,6.7,677,94908.3,0
47,163925.81,2,1,0.7,613,131145.15,1
21,213089.61,3,1,4.7,760,51984.2,1
29,25720.86,1,0,4.3,655,105277.1,0
49,23458.88,3,1,8.6,580,55629.05,0
43,135157.97,1,0,4.6,560,101038.64,1
44,172835.22,2,0,6.5,633,45446.42,0
59,66738.83,3,1,0.6,739,86269.17,0
45,14796.61,1,1,4.1,584,147353.59,0
47,103222.61,1,0,2.9,698,115146.92,1
67,133849.91,2,0,10.0,658,51652.17,1
38,84056.29,2,0,3.3,809,38303.29,1
32,197871.65,1,1,5.2,681,112554.18,0
44,128429.1,2,1,5.3,594,183341.24,1
44,61331.84,2,0,1.0,709,58325.18,0
35,66341.13,1,1,3.7,712,231282.87,1
30,104804.57,2,0,6.0,618,89737.41,1
63,79930.01,1,0,5.2,557,37277.79,1
43,22006.3,1,1,0.0,693,44585.71,0
33,121067.52,2,1,3.6,655,127266.94,0
49,67685.09,1,1,7.6,529,95403.5,1
39,76693.69,3,0,6.5,670,175354.41,1
37,44636.53,2,1,8.0,599,52491.62,0
46,250000.0,2,1,2.5,529,94929.29,0
27,154748.9,1,0,8.2,622,90274.24,0
44,250000.0,1,0,4.9,753,84390.36,1
59,83748.75,2,1,9.0,747,75765.0,0
45,160566.23,2,0,5.0,726,76446.79,1
36,122513.82,2,1,0.0,672,97358.52,0
35,63213.84,1,0,7.1,698,103128.02,1
36,83122.49,1,0,3.9,658,100833.18,1
37,154560.19,1,1,4.1,562,154857.3,1
36,44582.66,2,1,1.4,578,52417.18,1
49,199129.04,1,1,9.1,601,39827.28,0
23,115712.45,2,0,3.7,762,142229.78,1
49,182589.48,1,0,8.9,736,58863.63,0
36,134206.14,1,1,3.9,564,75871.84,1
44,25916.09,2,0,2.7,654,68331.09,0
29,102073.35,2,1,8.3,618,67675.83,0
53,201895.25,3,0,4.8,638,46692.84,0
52,114541.69,1,0,4.8,607,69652.76,1
50,103930.54,2,1,1.8,762,120543.26,0
25,114464.64,1,1,3.9,648,89840.92,1
48,20311.35,2,0,6.1,667,112937.87,0
44,215273.04,2,0,1.8,668,71993.28,0
24,10906.66,1,1,3.7,568,135110.15,0
40,243957.59,2,0,3.9,659,71596.55,1
44,79423.49,1,1,5.2,735,34846.72,1
46,140538.69,1,1,8.7,768,103781.77,0
42,18546.87,1,0,4.3,558,127120.16,1
43,171622.29,1,1,3.3,529,69975.99,1
55,153054.02,3,0,10.0,655,154385.46,0
52,146977.48,2,1,3.9,739,61374.73,0
18,17671.89,2,1,4.5,679,121709.46,1
37,56696.72,3,1,4.1,704,197346.06,0
38,134682.05,2,1,4.3,541,91499.97,0
22,211567.93,1,1,5.2,604,81279.37,1
41,50074.69,1,0,7.3,474,85820.46,1
52,51226.64,1,1,6.0,639,187268.35,0
29,128795.55,3,0,7.7,477,107884.57,1
43,250000.0,3,1,7.6,757,236205.19,0
31,64093.59,2,1,5.5,774,102051.01,0
33,78709.65,1,0,5.9,661,67060.9,0
55,70240.52,1,1,7.8,529,69215.97,0
35,94978.0,3,1,2.2,680,92530.0,0
45,222291.53,1,0,10.0,799,35917.14,1
21,98636.63,2,0,3.7,688,72679.85,0
59,250000.0,1,1,4.1,745,73409.3,1
46,111692.83,1,1,2.0,611,100254.81,0
38,235975.56,2,0,2.0,580,215643.78,0
46,83140.66,3,1,7.4,644,92247.68,0
26,36926.83,2,0,10.0,496,37887.19,0
52,98520.42,2,1,3.6,831,59653.4,0
37,148440.01,1,1,5.9,661,101274.96,1
38,57103.72,3,0,5.6,719,93846.2,0
35,212726.62,2,0,7.5,613,186945.04,1
34,72874.33,2,1,10.0,527,138634.98,0
47,44651.96,2,1,8.8,764,136778.34,0
43,250000.0,1,0,4.4,560,81622.08,1
47,54717.16,1,1,6.3,678,147586.45,1
40,71243.37,2,0,6.6,685,60138.14,0
45,164869.15,2,1,4.9,656,139148.56,0
36,81031.15,1,1,2.3,587,79259.02,0
62,46036.08,1,0,3.0,638,46909.14,1
24,65940.78,4,0,7.9,574,117538.53,1
53,250000.0,2,1,8.1,715,168798.26,0
54,151965.17,2,0,4.5,696,74951.32,0
31,172188.18,1,1,5.7,648,181826.41,1
62,124539.52,3,1,8.0,605,42718.68,0
50,139264.98,3,1,0.7,819,52523.08,0
50,76512.91,2,0,3.9,546,84249.53,0
40,114052.27,1,1,10.0,526,76169.87,0
38,16058.45,2,1,5.7,643,66659.64,0
38,193632.44,2,0,2.2,629,95580.1,1
44,75986.79,2,1,5.3,738,70947.77,0
54,39829.04,3,1,7.6,702,76575.03,0
42,118632.5,2,1,0.0,652,102013.07,0
31,90074.71,1,0,5.4,690,66647.54,0
48,189197.09,2,0,4.1,689,85807.08,1
49,100084.4,2,0,0.9,818,67310.56,0
47,64829.14,1,1,5.2,670,52314.86,1
47,101820.56,1,1,4.7,596,126909.68,0
37,250000.0,2,0,4.9,666,194089.07,1
31,193268.18,1,1,4.1,441,145309.66,1
31,151703.06,2,1,2.4,647,104489.01,1
24,198696.73,1,1,1.4,737,67432.15,1
42,159521.14,1,1,3.3,698,79098.68,0
39,51528.43,1,1,7.1,674,144816.76,0
36,173100.42,2,0,5.6,702,32237.83,1
18,213981.93,2,1,4.8,738,76427.5,1
28,221712.05,1,1,2.4,764,125231.23,0
51,42794.72,1,1,4.1,686,53924.42,0
33,71402.72,1,1,6.8,625,108889.59,0
44,63446.67,2,1,6.3,465,106639.59,0
26,82544.49,4,0,3.8,728,46775.52,1
54,141326.49,2,1,0.0,691,93592.46,1
39,116568.66,1,0,3.3,662,68166.91,1
43,116592.47,2,1,3.8,595,108532.98,0
63,33414.2,1,1,2.7,727,121658.09,0
55,69368.44,1,0,4.0,629,107698.13,1
37,232174.76,1,0,7.0,647,92988.54,1
34,213391.82,1,0,4.9,646,102493.74,0
37,98883.56,1,0,7.5,686,53015.29,1
45,173409.0,2,0,1.2,558,88763.13,0
39,132889.93,1,1,4.2,695,62890.32,0
36,185920.05,2,1,0.2,592,143165.62,0
55,178378.8,3,1,3.9,595,122396.63,1
39,104608.07,2,0,2.4,721,122240.48,0
63,152324.07,2,1,8.2,570,194587.29,0
41,138833.15,2,1,6.0,721,77580.79,1
58,106577.56,1,1,7.5,658,70298.91,0
44,90958.77,1,1,3.9,518,76760.37,0
50,250000.0,2,1,2.5,759,43763.64,1
33,106671.13,2,1,2.4,675,45340.35,0
31,166481.4,2,1,5.7,682,119021.72,0
45,250000.0,2,0,9.5,731,48038.2,1
50,152156.46,2,1,6.0,770,55484.24,1
40,147675.15,2,1,4.1,666,85973.21,0
27,107107.44,2,1,4.5,699,74761.81,0
26,140507.95,3,1,4.9,680,134068.82,1
26,85501.24,2,1,10.0,623,92482.3,0
22,250000.0,4,1,8.1,523,62834.15,0
41,34127.43,3,1,5.6,667,139357.77,0
51,95099.08,2,0,5.3,760,124931.53,1
40,153813.09,1,1,5.7,697,47696.93,0
18,147762.96,1,1,6.2,565,100819.29,1
38,85393.13,2,1,4.0,738,65236.89,1
38,23705.74,1,1,2.9,625,64467.59,0
61,39345.57,1,1,7.6,483,208740.38,1
25,122229.36,2,1,5.1,731,95176.38,0
36,17190.42,3,1,7.4,574,81607.19,0
57,161002.47,2,1,9.1,792,93507.13,1
44,224923.69,2,0,6.3,742,133382.08,0
46,179972.76,1,1,5.9,632,65633.59,1
41,203376.69,1,1,10.0,687,70875.67,0
43,17919.39,2,1,5.5,844,120942.09,0
48,87899.57,1,1,2.3,730,45487.36,0
32,48266.98,2,0,4.3,669,140563.17,0
49,27759.45,4,1,8.9,850,43705.71,0
26,74882.21,2,1,1.8,659,80577.11,0
43,250000.0,2,0,3.1,697,43830.72,0
42,250000.0,2,1,7.8,575,55952.13,0
34,53611.49,2,1,4.3,516,161379.67,0
40,112033.21,1,1,4.7,627,144000.35,0
34,139177.9,2,0,7.7,653,151094.38,0
29,88367.4,1,1,3.2,676,46888.15,1
36,235212.41,2,0,1.3,536,56083.09,0
29,75753.4,1,1,1.5,703,104873.23,0
43,66423.2,2,0,6.5,584,124176.33,1
28,55973.12,2,1,5.6,699,62804.61,0
47,87911.29,1,1,3.3,725,69358.94,0
28,6339.13,2,1,2.1,618,54092.92,0
34,91012.97,1,1,4.3,573,189809.33,0
34,116873.96,1,1,7.8,773,72680.97,0
53,122032.17,1,0,2.9,720,91276.3,0
43,45833.0,1,0,3.3,662,93452.17,1
38,120426.67,4,0,2.0,767,148018.74,1
45,118702.71,4,0,4.1,657,58627.26,1
19,120529.0,2,1,5.8,600,152250.48,0
40,182243.54,2,0,10.0,570,50621.95,1
60,44215.46,2,1,5.5,641,152076.52,0
41,89145.22,3,0,4.9,712,41592.71,0
41,22142.95,2,1,7.2,761,85863.57,0
45,171372.97,1,1,6.7,652,187027.64,0
49,50296.71,2,1,3.6,747,123171.16,0
20,200666.11,4,0,10.0,633,108784.48,1
23,205227.33,1,0,4.9,587,56149.79,1
42,95632.32,1,0,5.6,545,64660.41,1
33,92031.68,1,1,6.4,610,164809.09,0
53,31427.6,1,1,5.9,549,111314.82,0
37,109501.74,2,0,8.8,811,134346.44,1
21,181213.18,1,0,3.5,685,93038.83,1
27,130983.31,3,1,7.0,642,79283.54,0
18,250000.0,2,1,5.4,788,127078.8,0
38,81624.68,1,0,7.5,546,101141.3,0
38,81544.41,2,0,4.5,639,83373.26,0
36,53169.38,2,1,4.1,810,47632.08,0
51,250000.0,2,0,6.8,638,138250.66,0
52,31155.86,2,0,5.9,846,109707.91,0
38,172775.37,2,1,2.9,713,68510.82,0
19,183655.89,1,1,8.4,754,153005.43,0
46,178586.55,1,1,6.8,757,100436.46,0
46,56874.13,1,0,4.8,650,101325.61,1
43,95593.09,1,1,3.8,611,133962.87,0
50,156774.07,2,0,5.9,641,121598.87,1
28,67377.48,1,1,6.7,571,102715.52,0
60,86075.64,2,1,1.0,645,82677.41,0
30,68297.41,1,0,5.9,650,219742.97,0
47,114797.62,2,0,6.6,785,64689.53,1
23,109583.36,2,1,0.0,697,125901.14,0
31,250000.0,3,1,5.5,839,86666.99,0
55,159060.58,3,1,6.7,477,110435.41,1
37,38111.83,1,1,6.5,553,156781.04,0
48,40858.02,2,1,7.0,622,78225.79,0
42,174791.93,1,1,4.2,769,117994.27,0
39,108756.95,2,1,2.4,641,101424.07,0
54,250000.0,2,0,0.5,533,67439.03,1
38,250000.0,1,0,7.7,630,158531.64,0
22,52919.84,1,0,6.8,554,123945.78,0
32,132353.23,1,1,7.9,539,74014.59,0
46,41302.62,2,1,3.2,810,147883.81,0
44,172859.32,2,1,7.0,622,61909.33,1
24,250000.0,1,0,1.2,664,88835.76,0
33,120003.15,1,1,2.8,643,74192.19,0
34,79492.26,1,1,5.3,630,126204.05,0
36,141671.57,2,1,6.7,583,72526.51,1
26,196598.28,1,0,9.2,625,126611.97,1
34,197457.16,1,1,4.4,677,117603.26,0
33,80155.72,3,1,2.8,763,76016.28,0
48,66076.95,1,0,2.7,726,205035.39,1
48,127542.67,2,1,3.3,552,64357.54,0
39,84194.26,2,1,10.0,729,47739.22,0
36,235267.06,1,1,6.9,688,132297.65,1
41,83448.04,2,0,7.8,600,34211.99,0
32,114022.85,1,0,4.4,665,176113.25,0
29,139297.48,1,1,5.0,696,94216.84,1
31,32211.6,4,0,6.7,654,47354.71,1
34,70471.66,3,0,3.7,688,58732.94,0
28,250000.0,2,1,4.3,581,43140.83,1
42,191231.29,1,1,3.3,809,106922.79,0
47,82619.73,1,1,3.9,496,49535.93,0
24,173326.1,1,0,5.1,696,112815.05,0
40,232792.44,3,1,2.9,679,78463.91,0
38,92377.05,2,0,5.7,701,72667.61,1
43,185329.33,2,1,5.7,593,113184.06,0
40,168504.27,3,0,4.6,744,119150.78,1
25,41893.59,1,1,2.9,641,150719.57,1
27,92749.11,2,0,5.3,555,67667.73,1
40,250000.0,1,1,3.7,562,88800.78,0
50,250000.0,1,1,5.1,660,67620.59,0
18,192254.8,3,1,7.7,522,96849.09,0
43,68649.2,3,1,1.9,794,63407.32,0
52,12625.21,1,1,10.0,734,74363.57,1
38,61605.49,1,0,4.8,796,74534.3,1
46,37075.11,2,1,6.0,788,102701.02,0
33,250000.0,1,1,3.1,622,90119.76,0
39,21603.31,2,1,7.9,580,113029.11,0
24,42905.35,2,1,4.7,436,85769.31,1
18,125743.46,1,1,4.0,618,69333.0,0
49,108217.25,1,1,3.6,791,98090.15,1
30,250000.0,1,1,4.3,584,59565.52,1
35,161673.65,3,0,6.0,633,116271.82,1
26,97729.21,1,1,5.4,606,79150.44,1
26,238036.2,2,0,4.9,680,98676.16,0
38,80869.58,1,0,3.2,753,99367.04,1
33,250000.0,2,0,3.1,527,185027.63,0
44,55104.04,1,1,3.8,542,106860.3,1
45,105429.63,1,0,6.2,769,93014.76,1
43,14972.61,2,1,6.7,709,65906.88,0
42,198763.7,2,0,7.0,629,129138.18,1
56,120869.35,1,1,5.0,787,79695.82,0
29,250000.0,1,0,6.0,541,45301.66,1
39,90304.18,3,0,4.6,724,82435.81,1
51,31772.26,1,0,0.6,645,98099.28,1
53,148089.25,1,1,4.5,699,62270.15,0
26,72087.98,1,0,4.1,459,85338.74,1
37,180526.29,1,1,2.4,629,87151.01,1
54,56058.06,2,0,3.6,709,87763.98,1
45,250000.0,2,1,5.3,645,156867.03,0
42,113966.03,2,0,2.2,750,49879.43,0
38,98004.6,2,1,3.2,748,224757.22,0
36,249351.69,1,1,8.9,573,88679.95,0
43,200682.54,2,1,1.0,716,116851.6,0
37,62471.7,1,1,4.5,571,95329.18,0
40,196924.99,1,1,2.1,654,41392.47,0
41,171141.69,2,0,3.1,702,55943.92,1
33,102039.17,1,0,4.5,583,71085.65,1
45,186688.15,1,0,2.5,713,140749.76,1
69,250000.0,1,0,6.4,610,48272.65,1
22,104215.49,2,1,8.4,604,61235.55,0
43,104470.4,1,1,7.1,707,96930.34,0
32,100427.06,2,1,7.6,583,111340.72,0
46,60478.04,2,1,1.6,579,109841.02,0
40,103441.6,2,1,4.4,733,57801.07,0
48,95345.14,1,0,6.2,659,43847.32,1
52,91347.21,2,1,7.2,534,114707.63,1
42,90343.4,1,0,9.4,718,171522.67,1
51,42805.92,3,1,7.7,617,77047.64,0
18,213854.59,2,0,7.2,538,53769.2,1
56,70384.83,1,1,10.0,449,74170.28,1
44,250000.0,2,0,5.2,722,107462.06,0
51,50978.47,2,1,4.3,581,81036.14,0
28,250000.0,1,1,5.4,550,169532.87,0
32,83840.55,1,1,2.7,701,136462.04,1
41,198485.24,2,1,5.2,714,97784.08,0
40,120054.91,2,1,0.7,587,37351.17,0
43,37830.28,3,1,3.7,723,65910.06,0
51,39630.77,1,1,4.7,814,70330.08,0
22,65899.86,2,0,7.4,758,64317.55,1
50,80319.85,2,1,7.8,745,98069.78,0
40,106589.63,2,1,2.6,675,98984.04,0
38,138377.33,2,0,10.0,615,42371.5,0
25,96829.2,1,1,5.4,646,129266.84,1
45,133362.95,2,0,5.6,685,90655.38,0
18,148519.26,1,1,1.0,549,105715.16,1
46,93721.4,1,1,3.4,588,125836.26,0
25,169294.99,2,1,7.6,536,63731.14,0
41,194738.7,1,1,5.4,669,158589.2,0
39,151088.85,1,1,5.3,657,84436.74,0
52,156902.05,1,0,5.6,598,177763.84,1
38,125334.11,2,1,1.4,716,60192.04,0
33,225961.43,3,0,4.8,566,171918.52,1
35,108347.32,1,1,8.5,595,59920.39,0
53,66835.36,1,1,7.7,712,250000.0,1
45,110638.76,2,0,4.7,724,58643.95,0
36,38414.89,1,0,8.9,586,144788.45,0
38,34423.62,4,1,1.9,669,76457.29,1
24,195345.67,2,1,2.6,588,124159.84,0
44,250000.0,1,1,9.7,634,88373.61,0
22,85799.91,2,1,6.4,662,55078.31,0
48,196562.95,1,0,4.3,695,25565.3,0
41,19029.23,2,1,4.9,675,250000.0,0
64,151408.45,1,0,3.0,672,93006.61,1
29,108658.03,2,1,5.7,564,23932.11,0
39,250000.0,2,1,5.5,681,103129.3,0
58,98080.23,3,1,5.0,694,122746.8,0
52,47891.15,3,1,2.1,705,65236.77,0
33,30235.92,1,1,5.7,592,65434.53,0
42,110578.16,2,0,3.7,723,89199.98,0
40,125161.72,2,0,2.5,545,154621.02,1
43,93797.62,1,0,8.2,616,94140.82,0
33,199423.47,1,1,10.0,628,173861.86,0
39,250000.0,1,0,9.9,549,149733.69,1
24,85107.64,1,0,6.6,627,81195.23,1
41,22715.33,3,0,4.3,668,44392.65,1
45,133891.36,1,1,4.8,504,81272.51,0
38,228869.37,2,1,6.0,618,114060.24,0
24,85388.87,3,0,3.9,510,92458.67,0
50,156883.88,1,1,8.3,813,119737.38,1
44,44995.73,2,1,0.0,667,132734.2,0
33,131686.45,1,1,4.3,660,114285.08,1
37,158803.18,1,1,7.0,669,79512.31,0
25,134221.18,1,1,2.9,698,113722.04,1
30,250000.0,1,0,4.4,728,246109.75,1
35,250000.0,1,0,6.5,525,46033.25,1
52,176041.73,1,1,8.8,755,112066.12,0
34,215208.3,1,1,1.8,750,205246.39,0
46,131060.92,1,0,1.6,645,53050.49,0
35,105296.78,2,1,2.6,641,141217.99,0
42,78772.29,1,1,1.2,402,149969.57,0
39,44183.11,2,1,1.3,550,46304.03,0
49,250000.0,3,1,2.6,692,124011.27,1
35,250000.0,2,0,8.1,746,79656.01,0
24,112451.34,2,1,4.2,708,87584.94,0
26,113815.8,2,0,5.1,644,77756.34,1
35,163217.55,2,1,2.6,804,162474.29,0
28,98402.21,3,0,6.6,730,85571.75,0
44,49040.37,3,0,9.7,618,73062.74,1
35,37414.59,1,1,2.8,825,73621.76,1
64,250000.0,2,1,9.3,562,77197.28,0
23,26013.62,2,1,5.9,532,55368.93,0
42,137704.28,1,0,5.0,616,72773.32,1
29,29326.15,2,0,6.0,589,94894.05,1
35,101915.79,2,1,6.0,621,107962.22,0
41,84789.38,2,1,9.6,714,154721.58,0
18,33853.5,1,0,6.3,647,100308.47,1
42,167003.74,1,0,6.4,649,72696.87,0
59,46220.02,1,1,3.9,655,57102.14,1
35,29911.0,2,1,7.1,465,102753.07,1
43,179272.06,3,1,2.6,529,85369.84,0
50,85067.1,3,0,5.3,619,86649.12,0
38,61246.62,1,1,10.0,583,101285.98,0
34,186538.06,1,0,0.0,631,113696.74,1
18,44265.69,2,1,5.6,762,101614.93,0
46,23334.06,2,1,5.7,644,83352.33,0
39,242567.98,2,1,4.4,544,62751.84,0
30,250000.0,1,0,4.5,587,68310.02,1
41,99986.73,1,1,5.2,787,131831.76,1
34,4325.14,2,0,4.4,773,74380.65,1
35,99029.43,2,1,5.6,698,49111.36,0
46,193556.43,1,0,3.8,525,151656.53,1
27,227150.39,3,0,10.0,675,58894.01,0
50,48596.35,2,0,4.4,681,91438.89,1
26,88171.06,3,1,6.4,652,112261.73,0
33,130448.49,1,0,3.3,604,90130.44,1
59,186305.78,1,1,7.3,621,29507.59,1
51,173524.86,3,1,6.8,599,107289.34,0
41,155534.31,3,0,6.0,558,163484.49,1
31,226772.1,3,0,2.4,759,128220.21,1
35,105185.27,2,1,3.1,721,34605.49,0
41,250000.0,1,0,9.2,627,234409.51,1
40,72217.07,1,1,3.1,678,49559.62,0
39,175323.73,1,0,6.6,681,55396.75,1
40,80329.42,3,0,2.6,837,127951.92,1
38,101044.02,1,0,7.5,720,110342.41,0
26,112671.95,2,0,3.3,717,93313.1,1
35,76962.55,3,0,2.6,653,69656.56,1
49,233160.32,3,0,3.2,615,163808.03,1
26,83275.82,3,1,3.6,761,88421.31,0
38,108637.16,2,1,6.0,702,44486.78,0
32,161969.4,2,0,5.2,584,156701.8,1
41,250000.0,4,1,2.3,686,99334.0,0
36,165913.58,1,0,4.9,717,148645.26,1
55,115467.43,1,1,2.1,482,116449.37,0
